--------- beginning of system
08-27 07:00:13.637 W/Looper  (  506): Slow dispatch took 119ms android.fg h=android.os.Handler c=com.android.server.am.SameProcessApplicationThread$$ExternalSyntheticLambda1@dcd1df8 m=0
08-27 07:00:13.637 I/ActivityManager(  506): Posting BOOT_COMPLETED user #0
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 265464455; UID 10141; state: DISABLED
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 265452344; UID 10141; state: DISABLED
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 266124927; UID 10141; state: DISABLED
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 265451093; UID 10141; state: DISABLED
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 265456536; UID 10141; state: DISABLED
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 255940284; UID 10141; state: DISABLED
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 236283604; UID 10141; state: DISABLED
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 263959004; UID 10141; state: DISABLED
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 264304459; UID 10141; state: DISABLED
08-27 07:06:31.205 D/CompatibilityChangeReporter(  506): Compat change id reported: 264301586; UID 10141; state: DISABLED
08-27 07:06:31.206 D/CompatibilityChangeReporter(  506): Compat change id reported: 254631730; UID 10141; state: DISABLED
08-27 07:06:31.206 D/CompatibilityChangeReporter(  506): Compat change id reported: 273509367; UID 10141; state: DISABLED
08-27 07:06:31.206 D/CompatibilityChangeReporter(  506): Compat change id reported: 263259275; UID 10141; state: DISABLED
08-27 07:06:31.206 D/CompatibilityChangeReporter(  506): Compat change id reported: 174042980; UID 10141; state: DISABLED
08-27 07:06:31.206 D/CompatibilityChangeReporter(  506): Compat change id reported: 174042936; UID 10141; state: DISABLED
08-27 07:06:31.206 D/CompatibilityChangeReporter(  506): Compat change id reported: 181136395; UID 10141; state: DISABLED
08-27 07:06:31.206 D/CompatibilityChangeReporter(  506): Compat change id reported: 194480991; UID 10141; state: ENABLED
08-27 07:06:31.210 D/CompatibilityChangeReporter(  506): Compat change id reported: 184838306; UID 10141; state: DISABLED
08-27 07:06:31.210 D/CompatibilityChangeReporter(  506): Compat change id reported: 185004937; UID 10141; state: DISABLED
08-27 07:06:31.210 D/CompatibilityChangeReporter(  506): Compat change id reported: 197654537; UID 10141; state: ENABLED
08-27 07:06:31.211 D/CompatibilityChangeReporter(  506): Compat change id reported: 205907456; UID 10141; state: ENABLED
08-27 07:06:31.213 D/SplashScreenView(  800): Build android.window.SplashScreenView{8ff0793 V.E...... ......ID 0,0-0,0}
08-27 07:06:31.213 D/SplashScreenView(  800): Icon: view: android.widget.ImageView{79733d0 V.ED..... ......I. 0,0-0,0 #10204f0 android:id/splashscreen_icon_view} drawable: com.android.wm.shell.startingsurface.SplashscreenIconDrawableFactory$ImmobileIconDrawable@a9fc9 size: 504
08-27 07:06:31.213 D/SplashScreenView(  800): Branding: view: android.view.View{fab76ce G.ED..... ......I. 0,0-0,0 #10204ef android:id/splashscreen_branding_view} drawable: null size w: 0 h: 0
08-27 07:06:31.215 I/ActivityTaskManager(  506): START u0 {flg=0x10000000 cmp=com.forli.meteo/.MainActivity (has extras)} with LAUNCH_MULTIPLE from uid 2000 (BAL_ALLOW_PERMISSION) result code=0
08-27 07:06:31.215 V/WindowManagerShell(  800): Transition requested: android.os.BinderProxy@b8889ef TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=27 displayId=0 isRunning=true baseIntent=Intent { flg=0x10000000 cmp=com.forli.meteo/.MainActivity } baseActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} topActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} origActivity=null realActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} numActivities=1 lastActiveTime=410029 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{android.window.IWindowContainerToken$Stub$Proxy@103bcfc} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 128 - 0, 0) topActivityInfo=ActivityInfo{9146f85 com.forli.meteo.MainActivity} launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isSleeping=false topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= false topActivityLetterboxed= false isFromDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 locusId=null displayAreaFeatureId=1 cameraCompatControlState=hidden}, remoteTransition = null, displayChange = null }
08-27 07:06:31.215 D/CompatibilityChangeReporter(  506): Compat change id reported: 135634846; UID 10141; state: DISABLED
08-27 07:06:31.216 D/CompatibilityChangeReporter(  506): Compat change id reported: 143937733; UID 10141; state: ENABLED
08-27 07:06:31.216 D/CompatibilityChangeReporter(  506): Compat change id reported: 168419799; UID 10141; state: DISABLED
08-27 07:06:31.216 D/CompatibilityChangeReporter(  506): Compat change id reported: 273564678; UID 10141; state: DISABLED
08-27 07:06:31.228 D/Zygote  (  325): Forked child process 3858
08-27 07:06:31.240 I/ActivityManager(  506): Start proc 3858:com.forli.meteo/u0a141 for next-top-activity {com.forli.meteo/com.forli.meteo.MainActivity}
08-27 07:06:31.245 D/CoreBackPreview(  506): Window{5eac050 u0 Splash Screen com.forli.meteo}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@b75174e, mPriority=0, mIsAnimationCallback=false}
08-27 07:06:31.248 D/CompatibilityChangeReporter(  506): Compat change id reported: 265195908; UID 10141; state: ENABLED
08-27 07:06:31.249 W/Looper  (  800): Slow dispatch took 34ms wmshell.main h=android.os.Handler c=com.android.wm.shell.transition.Transitions$TransitionPlayerImpl$$ExternalSyntheticLambda1@8b91a6 m=0
08-27 07:06:31.271 I/BpBinder(  388): onLastStrongRef automatically unlinking death recipients: 
08-27 07:06:31.327 V/WindowManagerShell(  800): onTransitionReady android.os.BinderProxy@b8889ef: {id=46 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@afe0d39} m=OPEN f=NONE leash=Surface(name=Task=27)/@0xacf2232 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@9492f7e} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xb48fb83 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:06:31.328 V/WindowManagerShell(  800): Playing animation for (#46)android.os.BinderProxy@b8889ef@0
08-27 07:06:31.328 V/WindowManagerShell(  800):  try handler com.android.wm.shell.transition.DefaultMixedHandler@66ba047
08-27 07:06:31.328 V/WindowManagerShell(  800):  try handler com.android.wm.shell.keyguard.KeyguardTransitionHandler@4931074
08-27 07:06:31.328 V/WindowManagerShell(  800):  try handler com.android.wm.shell.activityembedding.ActivityEmbeddingController@f59899d
08-27 07:06:31.328 V/WindowManagerShell(  800):  try handler com.android.wm.shell.recents.RecentsTransitionHandler@d7b9e12
08-27 07:06:31.328 V/ShellRecents(  800): RecentsTransitionHandler.startAnimation: no controller found
08-27 07:06:31.328 V/WindowManagerShell(  800):  try handler com.android.wm.shell.pip.PipTransition@bb7f9e3
08-27 07:06:31.328 V/WindowManagerShell(  800):  try handler com.android.wm.shell.splitscreen.StageCoordinator@40abfe0
08-27 07:06:31.328 V/WindowManagerShell(  800):  try handler com.android.wm.shell.transition.RemoteTransitionHandler@64a2299
08-27 07:06:31.328 V/WindowManagerShell(  800): Transition doesn't have explicit remote, search filters for match for {id=46 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@afe0d39} m=OPEN f=NONE leash=Surface(name=Task=27)/@0xacf2232 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@9492f7e} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xb48fb83 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:06:31.328 V/WindowManagerShell(  800):  Checking filter Pair{{types=[] flags=0x0] notFlags=0x100 checks=[{atype=home independent=true modes=[OPEN,TO_FRONT] flags=NONE mustBeTask=false order=TOP topActivity=ComponentInfo{com.android.launcher3/com.android.launcher3.uioverrides.QuickstepLauncher}},{atype=standard independent=true modes=[CLOSE,TO_BACK] flags=NONE mustBeTask=false order=ANY topActivity=null}]} RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@19f9ff, appThread = android.app.IApplicationThread$Stub$Proxy@f7553cc, debugName = QuickstepLaunchHome }}
08-27 07:06:31.328 V/WindowManagerShell(  800):  Delegate animation for #46 to null
08-27 07:06:31.328 V/WindowManagerShell(  800):  try handler com.android.wm.shell.transition.DefaultTransitionHandler@f8bfa0c
08-27 07:06:31.328 V/WindowManagerShell(  800): start default transition animation, info = {id=46 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@afe0d39} m=OPEN f=NONE leash=Surface(name=Task=27)/@0xacf2232 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@9492f7e} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xb48fb83 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:06:31.328 V/WindowManagerShell(  800): loadAnimation: anim=android.view.animation.AnimationSet@32e5d2c animAttr=0x13 type=OPEN isEntrance=false
08-27 07:06:31.329 V/WindowManagerShell(  800): loadAnimation: anim=android.view.animation.AnimationSet@3ba2018 animAttr=0x12 type=OPEN isEntrance=true
08-27 07:06:31.329 V/WindowManagerShell(  800):  animated by com.android.wm.shell.transition.DefaultTransitionHandler@f8bfa0c
08-27 07:06:31.330 V/WindowManager(  506): Sent Transition #46 createdAt=08-27 07:06:31.206 via request=TransitionRequestInfo { type = OPEN, triggerTask = TaskInfo{userId=0 taskId=27 displayId=0 isRunning=true baseIntent=Intent { flg=0x10000000 cmp=com.forli.meteo/.MainActivity } baseActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} topActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} origActivity=null realActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} numActivities=1 lastActiveTime=410029 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{6d8c226 Task{2b6e9e4 #27 type=standard A=10141:com.forli.meteo}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 128 - 0, 0) topActivityInfo=ActivityInfo{4d66e67 com.forli.meteo.MainActivity} launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=false isVisibleRequested=false isSleeping=false topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= false topActivityLetterboxed= false isFromDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 locusId=null displayAreaFeatureId=1 cameraCompatControlState=hidden}, remoteTransition = null, displayChange = null }
08-27 07:06:31.330 V/WindowManager(  506):     startWCT=WindowContainerTransaction { changes = {} hops = [] errorCallbackToken=null taskFragmentOrganizer=null }
08-27 07:06:31.330 V/WindowManager(  506):     info={id=46 t=OPEN f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{RemoteToken{6d8c226 Task{2b6e9e4 #27 type=standard A=10141:com.forli.meteo}}} m=OPEN f=NONE leash=Surface(name=Task=27)/@0x243917c sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{RemoteToken{ca17a5d Task{dc23071 #1 type=home}}} m=TO_BACK f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xcb86d75 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:06:31.337 V/WindowManagerShell(  800): Transition animation finished (aborted=false), notifying core (#46)android.os.BinderProxy@b8889ef@0
08-27 07:06:31.339 V/WindowManager(  506): Finish Transition #46: created at 08-27 07:06:31.206 collect-started=0.105ms request-sent=8.192ms started=39.385ms ready=118.965ms sent=120.006ms finished=132.596ms
08-27 07:06:31.340 V/WindowManagerShell(  800): Track 0 became idle
08-27 07:06:31.341 V/WindowManagerShell(  800): All active transition animations finished
08-27 07:06:31.351 I/com.forli.meteo( 3858): Using CollectorTypeCC GC.
08-27 07:06:31.353 W/com.forli.meteo( 3858): Unexpected CPU variant for x86: x86_64.
08-27 07:06:31.353 W/com.forli.meteo( 3858): Known variants: atom, sandybridge, silvermont, goldmont, goldmont-plus, tremont, kabylake, default
08-27 07:06:31.356 E/com.forli.meteo( 3858): Not starting debugger since process cannot load the jdwp agent.
08-27 07:06:31.369 D/CompatibilityChangeReporter( 3858): Compat change id reported: 171979766; UID 10141; state: ENABLED
08-27 07:06:31.370 D/CompatibilityChangeReporter( 3858): Compat change id reported: 242716250; UID 10141; state: ENABLED
08-27 07:06:31.372 D/CompatibilityChangeReporter(  506): Compat change id reported: 170503758; UID 10141; state: ENABLED
08-27 07:06:31.375 D/ApplicationLoaders( 3858): Returning zygote-cached class loader: /system_ext/framework/androidx.window.extensions.jar
08-27 07:06:31.375 D/ApplicationLoaders( 3858): Returning zygote-cached class loader: /system_ext/framework/androidx.window.sidecar.jar
08-27 07:06:31.383 D/nativeloader( 3858): Configuring clns-6 for other apk /data/app/~~1bysxMTY9EApSUTld0TfGQ==/com.forli.meteo-LIgcVVWy7-XwF8AlzP3UAw==/base.apk. target_sdk_version=36, uses_libraries=, library_path=/data/app/~~1bysxMTY9EApSUTld0TfGQ==/com.forli.meteo-LIgcVVWy7-XwF8AlzP3UAw==/lib/x86_64:/data/app/~~1bysxMTY9EApSUTld0TfGQ==/com.forli.meteo-LIgcVVWy7-XwF8AlzP3UAw==/base.apk!/lib/x86_64, permitted_path=/data:/mnt/expand:/data/user/0/com.forli.meteo
08-27 07:06:31.445 V/GraphicsEnvironment( 3858): Currently set values for:
08-27 07:06:31.445 V/GraphicsEnvironment( 3858):   angle_gl_driver_selection_pkgs=[]
08-27 07:06:31.445 V/GraphicsEnvironment( 3858):   angle_gl_driver_selection_values=[]
08-27 07:06:31.446 V/GraphicsEnvironment( 3858): ANGLE GameManagerService for com.forli.meteo: false
08-27 07:06:31.446 V/GraphicsEnvironment( 3858): com.forli.meteo is not listed in per-application setting
08-27 07:06:31.446 V/GraphicsEnvironment( 3858): Neither updatable production driver nor prerelease driver is supported.
08-27 07:06:31.451 D/WM-WrkMgrInitializer( 3858): Initializing WorkManager with default configuration.
08-27 07:06:31.470 I/ActivityManager(  506): Flag disabled. Ignoring finishAttachApplication from uid: 10141. pid: 3858
08-27 07:06:31.479 D/CompatibilityChangeReporter( 3858): Compat change id reported: 160794467; UID 10141; state: ENABLED
08-27 07:06:31.485 D/libEGL  ( 3858): loaded /vendor/lib64/egl/libEGL_emulation.so
08-27 07:06:31.504 I/resolv  (  324): GetAddrInfoHandler::run: {100 100 100 983140 10141 0}
08-27 07:06:31.505 I/resolv  (  324): res_nmkquery: (QUERY, IN, AAAA)
08-27 07:06:31.505 I/resolv  (  324): resolv_cache_lookup: FOUND IN CACHE entry=0x71ad15bea0b0
08-27 07:06:31.505 I/resolv  (  324): doQuery: rcode=0, ancount=0, return value=97
08-27 07:06:31.508 D/libEGL  ( 3858): loaded /vendor/lib64/egl/libGLESv1_CM_emulation.so
08-27 07:06:31.509 D/libEGL  ( 3858): loaded /vendor/lib64/egl/libGLESv2_emulation.so
08-27 07:06:31.515 I/resolv  (  324): res_nmkquery: (QUERY, IN, A)
08-27 07:06:31.515 I/resolv  (  324): resolv_cache_lookup: FOUND IN CACHE entry=0x71ac35be3f30
08-27 07:06:31.515 I/resolv  (  324): doQuery: rcode=0, ancount=1, return value=48
08-27 07:06:31.518 D/TrafficStats( 3858): tagSocket(73) with statsTag=0xffffffff, statsUid=-1
08-27 07:06:31.520 D/CompatibilityChangeReporter( 3858): Compat change id reported: 237531167; UID 10141; state: DISABLED
08-27 07:06:31.521 W/OpenGLRenderer( 3858): Unknown dataspace 0
08-27 07:06:31.529 D/CompatibilityChangeReporter( 3858): Compat change id reported: 193247900; UID 10141; state: ENABLED
08-27 07:06:31.554 D/CoreBackPreview(  506): Window{ffe6cf1 u0 com.forli.meteo/com.forli.meteo.MainActivity}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.IOnBackInvokedCallback$Stub$Proxy@341bf57, mPriority=0, mIsAnimationCallback=false}
08-27 07:06:31.561 D/AF::TrackHandle(  385): OpPlayAudio: track:74 usage:13 not muted
08-27 07:06:31.595 W/OpenGLRenderer( 3858): Failed to initialize 101010-2 format, error = EGL_SUCCESS
08-27 07:06:31.799 I/servicemanager(    0): Could not find android.hardware.graphics.allocator.IAllocator/default in the VINTF manifest.
08-27 07:06:31.615 I/hwservicemanager(  133): getTransport: Cannot find entry android.hardware.graphics.mapper@4.0::IMapper/default in either framework or device VINTF manifest.
08-27 07:06:31.615 I/Gralloc4( 3858): mapper 4.x is not supported
08-27 07:06:31.824 D/StatusBarIconController(  800): ignoring old pipeline callback because the new wifi icon is enabled
08-27 07:06:32.045 I/wpa_supplicant(  787): wlan0: CTRL-EVENT-BEACON-LOSS 
08-27 07:06:32.480 I/Choreographer( 3858): Skipped 56 frames!  The application may be doing too much work on its main thread.
08-27 07:06:32.484 I/ActivityTaskManager(  506): Displayed com.forli.meteo/.MainActivity for user 0: +1s275ms
08-27 07:06:32.495 I/resolv  (  324): GetAddrInfoHandler::run: {100 100 100 983140 10141 0}
08-27 07:06:32.496 I/resolv  (  324): res_nmkquery: (QUERY, IN, A)
08-27 07:06:32.496 I/resolv  (  324): resolv_cache_lookup: FOUND IN CACHE entry=0x71ab95bea610
08-27 07:06:32.496 I/ImeTracker( 1057): com.android.launcher3:d7e2f950: onRequestHide at ORIGIN_CLIENT_HIDE_SOFT_INPUT reason HIDE_SOFT_INPUT
08-27 07:06:32.496 I/ImeTracker(  506): com.android.launcher3:d7e2f950: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-27 07:06:32.497 I/resolv  (  324): doQuery: rcode=0, ancount=1, return value=52
08-27 07:06:32.497 I/resolv  (  324): res_nmkquery: (QUERY, IN, AAAA)
08-27 07:06:32.497 I/OpenGLRenderer( 3858): Davey! duration=999ms; Flags=1, FrameTimelineVsyncId=46277, IntendedVsync=410300453372, Vsync=410333786700, InputEventId=0, HandleInputStart=410338973874, AnimationStart=410338974285, PerformTraversalsStart=410338995966, DrawStart=410460252888, FrameDeadline=410317120038, FrameInterval=410338966340, FrameStartTime=16666664, SyncQueued=410463673902, SyncStart=410464032764, IssueDrawCommandsStart=410464369252, SwapBuffers=411193378039, FrameCompleted=411300745062, DequeueBufferDuration=2895, QueueBufferDuration=159968, GpuCompleted=411300745062, SwapBuffersCompleted=411290319724, DisplayPresentTime=0, CommandSubmissionCompleted=411193378039, 
